objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language
uiblackhistory164,ha174.pdf,"correspondence regarding ""a few racial problems on the University of Idaho campus"" (page 1)",Vernon L. Newby,,1974-04-17,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory165,ha176.pdf,correspondence regarding Black students acquiring professional and technological expertise (page 1),Corky Bush,,1974-04-15,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory166,ha79.jpg,"memorandum: ""Space Allocations Request""",Thomas E. Richardson,,1974-12-09,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory167,ha80.jpg,"memorandum: ""Request for space allocation for use by MECHA""",Norbert Valdes,,1974-11-22,yes,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory168,ha101.pdf,Minority Student Programs,,,1974-07-22,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory169,r1.jpg,"memorandum regarding ""John Cattrell""",Corky Bush,,1974-06-05,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory170,r10.jpg,application for employment as Director of Minority Programs,"Charles A. Ramsey, II",,1974-06-26,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory171,r100.jpg,memo regarding a speech by Mayor Richard Hatcher at the A.A.H.E Conference,Corky Bush,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory172,r101.pdf,Equal Educational Opportunity: Fact or Myth?,Richard Gordon Hatcher,"speech by Richard Gordon Hatcher, Mayor of Gary, Indiana, presented at the 29th National Conference on Higher Education",1974-03-12,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory173,r11.jpg,Screening Committee for Coordinator of Minority Student Programs position meeting minutes,,,1974-06-13,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory174,r110a.jpg,"Idahonian article, ""New Course Scheduled at U of I""",Idahonian,,1969-09-08,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory175,r110b.jpg,"Idahonian article, ""Idaho Offers New Course""",Idahonian,,1969-08-20,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory176,r110c.jpg,"newspaper article, ""Black Studies class offered next fall""",,,1969-05-09,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory177,r111a.jpg,"Lewiston Morning Tribune article, ""U of I Plans Experiment in Black Studies Course""",Lewiston Morning Tribune,,1969-09-07,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory178,r111b.jpg,"newspaper article, ""Black studies course set""",,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory179,r111c.jpg,"""Discrimination in Reverse: Black Studies Said Not 'Relevant'""",Lewiston Morning Tribune,,1969-09-20,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory180,r112.jpg,proposal for a new Afro-American Studies course,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory181,r113.jpg,new Black Studies program,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory182,r114.pdf,For the Information Committee on Ethnic Studies,,,1969-03-23,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory183,r12.jpg,memorandum regarding the screening committee for the Coordinator of Minority Student Programs,,,1974-06-26,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory184,r125.jpg,"""Black Studies"" Experimental Course change",S.B. Rolland,,1969-08-27,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory185,r126.pdf,Social Sciences 103 - Black Identity,Zaye Chapin,,1969-10-14,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory186,r128.jpg,"memorandum regarding ""Black Studies Course""",,,06-02,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory187,r129.pdf,Black Studies at Duke University pamphlet,,,1972,yes,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory188,r13.jpg,"memorandum regarding ""Revised Budget for Minority Student Programs""",Thomas E. Richardson,,1974-07-23,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory189,r14.jpg,handwritten notes,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory190,r15.jpg,job posting for Coordinator of Minority Student Programs,,,1974-09-01,yes,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng
uiblackhistory191,r16.jpg,Screening Committee for Coordinator of Minority Student Programs position meeting minutes,S. Burcaw,,1974-06-18,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory192,r167.jpg,"memorandum regarding ""Temporary Assignment of 'Canterbury Center'""",Tom Richardson,,1973-03-15,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 3, Folder 89",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory193,r168.jpg,correspondence regarding Eastern Washington College Tour for James A. Garfield High School students,"Albert L. Jones, Eddie Rye",,1973-01-19,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 3, Folder 89",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory194,r169.jpg,correspondence regarding Black Studies Program,S.B. Rolland,,1973-02-27,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 3, Folder 89",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory195,r17.jpg,"memorandum regarding ""Revised Budget for Minority Student Programs""",Thomas E. Richardson,,1974-07-23,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory196,r170.pdf,"correspondence regarding ""Revised Space Request for the B.S.U.""",Malcolm Smith,,1973-02-28,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 3, Folder 89",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory197,r18.jpg,memorandum regarding candidates,James L. Graves,,1974-06-24,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory198,r19.jpg,correspondence regarding position description,Thomas E. Richardson,,1974-07-23,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory199,r2.jpg,job posting for Director of Minority/Ethnic Student Programs for 1974-1975 academic year,,,1974-04-30,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory200,r20.jpg,correspondence regarding an assistant dean position,Thomas E. Richardson,,1974-07-23,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory201,r21.jpg,correspondence regarding an open job position,Thomas E. Richardson,,1974-07-23,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory202,r22.jpg,handwritten notes,,,"08-07, 08-16",no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory203,r23.jpg,memorandum,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory204,r24.jpg,handwritten correspondence regarding a hiring a Native American for the position of Coordinator of Minority Student Programs,Georgia Higheagle,,1974-08-08,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory205,r25.jpg,memorandum regarding candidate interviews for Coordinator of Minority Student Programs,Susan S. Burcaw,,1974-08-22,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory206,r26.pdf,handwritten notes,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory207,r29.pdf,Position Paper: Native American Student Association,"John Wheaton, Jr.",,1974-04-26,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory208,r3.jpg,Screening Committee for Coordinator of Minority Student Programs position meeting minutes,,,1974-06-13,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory209,r30.jpg,job posting for Coordinator of Minority Student Programs,,,1974-09-01,yes,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory210,r31.pdf,application for the position of Coordinator of Minority Student Programs,Siegfried B. Rolland,,1974-08-01,yes,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory211,r33.pdf,Coordinator of Minority Student Programs blank application form,,,1974-08-09,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory212,r4.jpg,job posting for Coordinator of Minority Student Programs,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory213,r40.jpg,handwritten correspondence,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory214,r41.pdf,handwritten notes,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory215,r43_2.jpg,basic questions for interviewees for position of Coordinator of Minority Student Programs,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory216,r43.jpg,basic questions for interviewees for position of Coordinator of Minority Student Programs,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory217,r44.jpg,interview questions submitted by Dirk Kempthorne for Coordinator of Minority Student Programs Committee,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory218,r46.jpg,handwritten notes,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory219,r47.jpg,handwritten notes for Screening Committee for Coordinator of Minority Student Programs position,,,1974-08-27,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory220,r48.pdf,handwritten questions,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
